,gene_of_interest,len_target_list,target_list,len_ensg_target_list,ensg_target_list,target_std_name_to_ensg_map
319,ENSG00000251896,0,[],0,[],{}
320,ENSG00000251898,2,"['U5-43', 'U5.3-41']",0,[],"{'U5': [], 'U5-3': []}"
321,ENSG00000251992,5,"['U12-21', 'U12-22', 'U2.1-43', 'U4-8', 'U4.1-8']",15,"['ENSG00000201659', 'ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806']","{'U12': ['ENSG00000201659'], 'U2-1': [], 'U4': ['ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806'], 'U4-1': []}"
322,ENSG00000252010,4,"['U4-65', 'U4.1-65', 'U5-41', 'U5.1-39']",14,"['ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806']","{'U4': ['ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806'], 'U4-1': [], 'U5': [], 'U5-1': []}"
323,ENSG00000252139,5,"['U12-21', 'U12-22', 'U2.1-43', 'U4-8', 'U4.1-8']",15,"['ENSG00000201659', 'ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806']","{'U12': ['ENSG00000201659'], 'U2-1': [], 'U4': ['ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806'], 'U4-1': []}"
324,ENSG00000252213,4,"['U7-7', 'SNHG15', 'C1QTNF7', 'GATAD1']",11,"['ENSG00000251964', 'ENSG00000275268', 'ENSG00000275635', 'ENSG00000275108', 'ENSG00000272215', 'ENSG00000276376', 'ENSG00000273629', 'ENSG00000275504', 'ENSG00000232956', 'ENSG00000163145', 'ENSG00000157259']","{'U7': ['ENSG00000251964', 'ENSG00000275268', 'ENSG00000275635', 'ENSG00000275108', 'ENSG00000272215', 'ENSG00000276376', 'ENSG00000273629', 'ENSG00000275504'], 'SNHG15': ['ENSG00000232956'], 'C1QTNF7': ['ENSG00000163145'], 'GATAD1': ['ENSG00000157259']}"
325,ENSG00000252326,0,[],0,[],{}
326,ENSG00000252481,5,"['U2-54', 'U2.3-54', 'U5-53', 'U5.1-51', 'U7-7']",35,"['ENSG00000274806', 'ENSG00000274202', 'ENSG00000276711', 'ENSG00000277248', 'ENSG00000283519', 'ENSG00000274755', 'ENSG00000278135', 'ENSG00000283555', 'ENSG00000278234', 'ENSG00000275616', 'ENSG00000273709', 'ENSG00000274432', 'ENSG00000278048', 'ENSG00000276596', 'ENSG00000277903', 'ENSG00000278774', 'ENSG00000274862', 'ENSG00000274062', 'ENSG00000274452', 'ENSG00000275219', 'ENSG00000278591', 'ENSG00000273694', 'ENSG00000222076', 'ENSG00000222465', 'ENSG00000274585', 'ENSG00000222328', 'ENSG00000277084', 'ENSG00000251964', 'ENSG00000275268', 'ENSG00000275635', 'ENSG00000275108', 'ENSG00000272215', 'ENSG00000276376', 'ENSG00000273629', 'ENSG00000275504']","{'U2': ['ENSG00000274806', 'ENSG00000274202', 'ENSG00000276711', 'ENSG00000277248', 'ENSG00000283519', 'ENSG00000274755', 'ENSG00000278135', 'ENSG00000283555', 'ENSG00000278234', 'ENSG00000275616', 'ENSG00000273709', 'ENSG00000274432', 'ENSG00000278048', 'ENSG00000276596', 'ENSG00000277903', 'ENSG00000278774', 'ENSG00000274862', 'ENSG00000274062', 'ENSG00000274452', 'ENSG00000275219', 'ENSG00000278591', 'ENSG00000273694', 'ENSG00000222076', 'ENSG00000222465', 'ENSG00000274585', 'ENSG00000222328', 'ENSG00000277084'], 'U2-3': [], 'U5': [], 'U5-1': [], 'U7': ['ENSG00000251964', 'ENSG00000275268', 'ENSG00000275635', 'ENSG00000275108', 'ENSG00000272215', 'ENSG00000276376', 'ENSG00000273629', 'ENSG00000275504']}"
327,ENSG00000252542,1,['RNU4-4P'],1,['ENSG00000201458'],{'RNU4-4P': ['ENSG00000201458']}
328,ENSG00000252577,2,"['U12-28', 'U12.1-27']",1,['ENSG00000201659'],"{'U12': ['ENSG00000201659'], 'U12-1': []}"
329,ENSG00000252699,1,['U2.2-159'],0,[],{'U2-2': []}
330,ENSG00000252712,2,"['U1.1-72', 'U2-7']",27,"['ENSG00000274806', 'ENSG00000274202', 'ENSG00000276711', 'ENSG00000277248', 'ENSG00000283519', 'ENSG00000274755', 'ENSG00000278135', 'ENSG00000283555', 'ENSG00000278234', 'ENSG00000275616', 'ENSG00000273709', 'ENSG00000274432', 'ENSG00000278048', 'ENSG00000276596', 'ENSG00000277903', 'ENSG00000278774', 'ENSG00000274862', 'ENSG00000274062', 'ENSG00000274452', 'ENSG00000275219', 'ENSG00000278591', 'ENSG00000273694', 'ENSG00000222076', 'ENSG00000222465', 'ENSG00000274585', 'ENSG00000222328', 'ENSG00000277084']","{'U1-1': [], 'U2': ['ENSG00000274806', 'ENSG00000274202', 'ENSG00000276711', 'ENSG00000277248', 'ENSG00000283519', 'ENSG00000274755', 'ENSG00000278135', 'ENSG00000283555', 'ENSG00000278234', 'ENSG00000275616', 'ENSG00000273709', 'ENSG00000274432', 'ENSG00000278048', 'ENSG00000276596', 'ENSG00000277903', 'ENSG00000278774', 'ENSG00000274862', 'ENSG00000274062', 'ENSG00000274452', 'ENSG00000275219', 'ENSG00000278591', 'ENSG00000273694', 'ENSG00000222076', 'ENSG00000222465', 'ENSG00000274585', 'ENSG00000222328', 'ENSG00000277084']}"
331,ENSG00000252835,4,"['U12-19', 'U12.1-17', 'U12.1-18', 'U6atac-83']",1,['ENSG00000201659'],"{'U12': ['ENSG00000201659'], 'U12-1': [], 'U6atac': []}"
332,ENSG00000252906,2,"['U6-40', 'U6.6-40']",120,"['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000272055']","{'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'U6-6': ['ENSG00000272055']}"
333,ENSG00000252947,1,['U2-89'],27,"['ENSG00000274806', 'ENSG00000274202', 'ENSG00000276711', 'ENSG00000277248', 'ENSG00000283519', 'ENSG00000274755', 'ENSG00000278135', 'ENSG00000283555', 'ENSG00000278234', 'ENSG00000275616', 'ENSG00000273709', 'ENSG00000274432', 'ENSG00000278048', 'ENSG00000276596', 'ENSG00000277903', 'ENSG00000278774', 'ENSG00000274862', 'ENSG00000274062', 'ENSG00000274452', 'ENSG00000275219', 'ENSG00000278591', 'ENSG00000273694', 'ENSG00000222076', 'ENSG00000222465', 'ENSG00000274585', 'ENSG00000222328', 'ENSG00000277084']","{'U2': ['ENSG00000274806', 'ENSG00000274202', 'ENSG00000276711', 'ENSG00000277248', 'ENSG00000283519', 'ENSG00000274755', 'ENSG00000278135', 'ENSG00000283555', 'ENSG00000278234', 'ENSG00000275616', 'ENSG00000273709', 'ENSG00000274432', 'ENSG00000278048', 'ENSG00000276596', 'ENSG00000277903', 'ENSG00000278774', 'ENSG00000274862', 'ENSG00000274062', 'ENSG00000274452', 'ENSG00000275219', 'ENSG00000278591', 'ENSG00000273694', 'ENSG00000222076', 'ENSG00000222465', 'ENSG00000274585', 'ENSG00000222328', 'ENSG00000277084']}"
334,ENSG00000253051,0,[],0,[],{}
335,ENSG00000254341,0,[],0,[],{}
336,ENSG00000262074,4,"['ANGPT2', 'FOXE3', 'NAV2', 'U3']",58,"['ENSG00000091879', 'ENSG00000186790', 'ENSG00000166833', 'ENSG00000277205', 'ENSG00000274581', 'ENSG00000212479', 'ENSG00000199856', 'ENSG00000212539', 'ENSG00000212165', 'ENSG00000275900', 'ENSG00000201346', 'ENSG00000212434', 'ENSG00000273788', 'ENSG00000212321', 'ENSG00000201674', 'ENSG00000200693', 'ENSG00000277754', 'ENSG00000200545', 'ENSG00000200492', 'ENSG00000221455', 'ENSG00000199851', 'ENSG00000200538', 'ENSG00000275154', 'ENSG00000201329', 'ENSG00000221125', 'ENSG00000201368', 'ENSG00000221043', 'ENSG00000281710', 'ENSG00000202268', 'ENSG00000200222', 'ENSG00000212211', 'ENSG00000212598', 'ENSG00000221633', 'ENSG00000212551', 'ENSG00000221332', 'ENSG00000222666', 'ENSG00000207119', 'ENSG00000221461', 'ENSG00000212422', 'ENSG00000202233', 'ENSG00000221638', 'ENSG00000212182', 'ENSG00000221044', 'ENSG00000212511', 'ENSG00000199370', 'ENSG00000212538', 'ENSG00000212610', 'ENSG00000271817', 'ENSG00000238297', 'ENSG00000221040', 'ENSG00000221496', 'ENSG00000276366', 'ENSG00000221345', 'ENSG00000212195', 'ENSG00000221673', 'ENSG00000263934', 'ENSG00000200318', 'ENSG00000281710;ENSG00000199927']","{'ANGPT2': ['ENSG00000091879'], 'FOXE3': ['ENSG00000186790'], 'NAV2': ['ENSG00000166833'], 'U3': ['ENSG00000277205', 'ENSG00000274581', 'ENSG00000212479', 'ENSG00000199856', 'ENSG00000212539', 'ENSG00000212165', 'ENSG00000275900', 'ENSG00000201346', 'ENSG00000212434', 'ENSG00000273788', 'ENSG00000212321', 'ENSG00000201674', 'ENSG00000200693', 'ENSG00000277754', 'ENSG00000200545', 'ENSG00000200492', 'ENSG00000221455', 'ENSG00000199851', 'ENSG00000200538', 'ENSG00000275154', 'ENSG00000201329', 'ENSG00000221125', 'ENSG00000201368', 'ENSG00000221043', 'ENSG00000281710', 'ENSG00000202268', 'ENSG00000200222', 'ENSG00000212211', 'ENSG00000212598', 'ENSG00000221633', 'ENSG00000212551', 'ENSG00000221332', 'ENSG00000222666', 'ENSG00000207119', 'ENSG00000221461', 'ENSG00000212422', 'ENSG00000202233', 'ENSG00000221638', 'ENSG00000212182', 'ENSG00000221044', 'ENSG00000212511', 'ENSG00000199370', 'ENSG00000212538', 'ENSG00000212610', 'ENSG00000271817', 'ENSG00000238297', 'ENSG00000221040', 'ENSG00000221496', 'ENSG00000276366', 'ENSG00000221345', 'ENSG00000212195', 'ENSG00000221673', 'ENSG00000263934', 'ENSG00000200318', 'ENSG00000281710;ENSG00000199927']}"
337,ENSG00000263764,9,"['SNORA70', 'SNORA74A', 'SNORD27', 'SNORD48', 'SNORD7', 'SNORD74', 'SNORD83A', 'GAS5', 'SNHG1']",40,"['ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042', 'ENSG00000200959', 'ENSG00000252128', 'ENSG00000275996', 'ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823', 'ENSG00000207297', 'ENSG00000209482', 'ENSG00000234741', 'ENSG00000255717']","{'SNORA70': ['ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042'], 'SNORA74A': ['ENSG00000200959'], 'SNORD27': ['ENSG00000252128', 'ENSG00000275996'], 'SNORD48': ['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823'], 'SNORD7': ['ENSG00000207297'], 'SNORD74': [], 'SNORD83A': ['ENSG00000209482'], 'GAS5': ['ENSG00000234741'], 'SNHG1': ['ENSG00000255717']}"
338,ENSG00000263776,0,[],0,[],{}
339,ENSG00000263934,3,"['U4', 'HERC3', 'MUC4']",24,"['ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806', 'ENSG00000138641', 'ENSG00000287542', 'ENSG00000276613', 'ENSG00000273822', 'ENSG00000278468', 'ENSG00000273984', 'ENSG00000278303', 'ENSG00000277585', 'ENSG00000275164', 'ENSG00000145113']","{'U4': ['ENSG00000283939', 'ENSG00000278374', 'ENSG00000273744', 'ENSG00000277986', 'ENSG00000283442', 'ENSG00000274197', 'ENSG00000274716', 'ENSG00000276103', 'ENSG00000201458', 'ENSG00000272160', 'ENSG00000222736', 'ENSG00000201628', 'ENSG00000200795', 'ENSG00000201806'], 'HERC3': ['ENSG00000138641', 'ENSG00000287542'], 'MUC4': ['ENSG00000276613', 'ENSG00000273822', 'ENSG00000278468', 'ENSG00000273984', 'ENSG00000278303', 'ENSG00000277585', 'ENSG00000275164', 'ENSG00000145113']}"
340,ENSG00000264294,2,"['BTBD3', 'HY5_SCRNA']",1,['ENSG00000132640'],"{'BTBD3': ['ENSG00000132640'], 'HY5_SCRNA': []}"
341,ENSG00000264346,0,[],0,[],{}
342,ENSG00000264549,3,"['H1F0', 'PLA2G2A', 'SNHG12']",3,"['ENSG00000189060', 'ENSG00000188257', 'ENSG00000197989']","{'H1F0': ['ENSG00000189060'], 'PLA2G2A': ['ENSG00000188257'], 'SNHG12': ['ENSG00000197989']}"
343,ENSG00000264940,7,"['CDIP1', 'FAM43A', 'FOXE3', 'RCCD1', 'SLC11A2', 'ZNF536', 'U3']",62,"['ENSG00000274336', 'ENSG00000089486', 'ENSG00000185112', 'ENSG00000186790', 'ENSG00000166965', 'ENSG00000110911', 'ENSG00000198597', 'ENSG00000277205', 'ENSG00000274581', 'ENSG00000212479', 'ENSG00000199856', 'ENSG00000212539', 'ENSG00000212165', 'ENSG00000275900', 'ENSG00000201346', 'ENSG00000212434', 'ENSG00000273788', 'ENSG00000212321', 'ENSG00000201674', 'ENSG00000200693', 'ENSG00000277754', 'ENSG00000200545', 'ENSG00000200492', 'ENSG00000221455', 'ENSG00000199851', 'ENSG00000200538', 'ENSG00000275154', 'ENSG00000201329', 'ENSG00000221125', 'ENSG00000201368', 'ENSG00000221043', 'ENSG00000281710', 'ENSG00000202268', 'ENSG00000200222', 'ENSG00000212211', 'ENSG00000212598', 'ENSG00000221633', 'ENSG00000212551', 'ENSG00000221332', 'ENSG00000222666', 'ENSG00000207119', 'ENSG00000221461', 'ENSG00000212422', 'ENSG00000202233', 'ENSG00000221638', 'ENSG00000212182', 'ENSG00000221044', 'ENSG00000212511', 'ENSG00000199370', 'ENSG00000212538', 'ENSG00000212610', 'ENSG00000271817', 'ENSG00000238297', 'ENSG00000221040', 'ENSG00000221496', 'ENSG00000276366', 'ENSG00000221345', 'ENSG00000212195', 'ENSG00000221673', 'ENSG00000263934', 'ENSG00000200318', 'ENSG00000281710;ENSG00000199927']","{'CDIP1': ['ENSG00000274336', 'ENSG00000089486'], 'FAM43A': ['ENSG00000185112'], 'FOXE3': ['ENSG00000186790'], 'RCCD1': ['ENSG00000166965'], 'SLC11A2': ['ENSG00000110911'], 'ZNF536': ['ENSG00000198597'], 'U3': ['ENSG00000277205', 'ENSG00000274581', 'ENSG00000212479', 'ENSG00000199856', 'ENSG00000212539', 'ENSG00000212165', 'ENSG00000275900', 'ENSG00000201346', 'ENSG00000212434', 'ENSG00000273788', 'ENSG00000212321', 'ENSG00000201674', 'ENSG00000200693', 'ENSG00000277754', 'ENSG00000200545', 'ENSG00000200492', 'ENSG00000221455', 'ENSG00000199851', 'ENSG00000200538', 'ENSG00000275154', 'ENSG00000201329', 'ENSG00000221125', 'ENSG00000201368', 'ENSG00000221043', 'ENSG00000281710', 'ENSG00000202268', 'ENSG00000200222', 'ENSG00000212211', 'ENSG00000212598', 'ENSG00000221633', 'ENSG00000212551', 'ENSG00000221332', 'ENSG00000222666', 'ENSG00000207119', 'ENSG00000221461', 'ENSG00000212422', 'ENSG00000202233', 'ENSG00000221638', 'ENSG00000212182', 'ENSG00000221044', 'ENSG00000212511', 'ENSG00000199370', 'ENSG00000212538', 'ENSG00000212610', 'ENSG00000271817', 'ENSG00000238297', 'ENSG00000221040', 'ENSG00000221496', 'ENSG00000276366', 'ENSG00000221345', 'ENSG00000212195', 'ENSG00000221673', 'ENSG00000263934', 'ENSG00000200318', 'ENSG00000281710;ENSG00000199927']}"
344,ENSG00000264994,0,[],0,[],{}
345,ENSG00000265145,20,"['RNU12', 'SCARNA12', 'SNORD104', 'SNORD117', 'SNORD118', 'SNORD13', 'SNORD20', 'SNORD22', 'SNORD31', 'SNORD41', 'SNORD47', 'SNORD48', 'SNORD59A', 'SNORD60', 'SNORD74', 'SNORD94', 'SCARNA13', 'SCARNA14', 'SCARNA17', 'SCARNA7']",35,"['ENSG00000276027', 'ENSG00000201659', 'ENSG00000238795', 'ENSG00000199753', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000200463', 'ENSG00000212594', 'ENSG00000207430', 'ENSG00000239039', 'ENSG00000207280', 'ENSG00000277194', 'ENSG00000278527', 'ENSG00000201847', 'ENSG00000209702', 'ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823', 'ENSG00000207031', 'ENSG00000206630', 'ENSG00000206630;ENSG00000281010', 'ENSG00000208772', 'ENSG00000252481', 'ENSG00000252712', 'ENSG00000251992', 'ENSG00000252139', 'ENSG00000238741']","{'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'SCARNA12': ['ENSG00000238795'], 'SNORD104': ['ENSG00000199753'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD118': ['ENSG00000200463', 'ENSG00000212594', 'ENSG00000207430'], 'SNORD13': ['ENSG00000239039'], 'SNORD20': ['ENSG00000207280'], 'SNORD22': ['ENSG00000277194', 'ENSG00000278527'], 'SNORD31': ['ENSG00000201847'], 'SNORD41': ['ENSG00000209702'], 'SNORD47': [], 'SNORD48': ['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823'], 'SNORD59A': ['ENSG00000207031'], 'SNORD60': ['ENSG00000206630', 'ENSG00000206630;ENSG00000281010'], 'SNORD74': [], 'SNORD94': ['ENSG00000208772'], 'SCARNA13': ['ENSG00000252481'], 'SCARNA14': ['ENSG00000252712'], 'SCARNA17': ['ENSG00000251992', 'ENSG00000252139'], 'SCARNA7': ['ENSG00000238741']}"
346,ENSG00000265185,2,"['MPP7', 'TMEM161B']",3,"['ENSG00000150054', 'ENSG00000159259', 'ENSG00000164180']","{'MPP7': ['ENSG00000150054', 'ENSG00000159259'], 'TMEM161B': ['ENSG00000164180']}"
347,ENSG00000265236,1,['SNORD117'],8,"['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785']","{'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785']}"
348,ENSG00000265706,0,[],0,[],{}
349,ENSG00000266079,0,[],0,[],{}
350,ENSG00000270141,0,[],0,[],{}
351,ENSG00000271798,5,"['CCDC88B', 'FTCD', 'SLC39A12', 'UBC', 'STXBP5-AS1']",6,"['ENSG00000168071', 'ENSG00000281775', 'ENSG00000160282', 'ENSG00000148482', 'ENSG00000150991', 'ENSG00000233452']","{'CCDC88B': ['ENSG00000168071'], 'FTCD': ['ENSG00000281775', 'ENSG00000160282'], 'SLC39A12': ['ENSG00000148482'], 'UBC': ['ENSG00000150991'], 'STXBP5-AS1': ['ENSG00000233452']}"
352,ENSG00000271852,0,[],0,[],{}
353,ENSG00000271907,3,"['SNORD115', 'SNORD116', 'SNORD64']",6,"['ENSG00000212411', 'ENSG00000212428', 'ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498', 'ENSG00000276610']","{'SNORD115': ['ENSG00000212411', 'ENSG00000212428'], 'SNORD116': ['ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498'], 'SNORD64': ['ENSG00000276610']}"
354,ENSG00000271982,0,[],0,[],{}
355,ENSG00000272034,0,[],0,[],{}
356,ENSG00000272296,0,[],0,[],{}
357,ENSG00000272344,0,[],0,[],{}
358,ENSG00000272460,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
359,ENSG00000272474,0,[],0,[],{}
360,ENSG00000272533,0,[],0,[],{}
